chembl_id	accession	pref_name	organism	l1	l2	l3	l4	l5	l6	l7	l8
CHEMBL2364702	E0W115	Cytochrome P450	Pediculus humanus capitis	Enzyme	Oxidoreductase						
CHEMBL2364702	E0W2B1	Cytochrome P450	Pediculus humanus capitis	Enzyme	Oxidoreductase						
CHEMBL2364702	E0W389	Cytochrome P450	Pediculus humanus capitis	Enzyme	Oxidoreductase						
CHEMBL2364025	E0W492	GABA-A receptor	Pediculus humanus	Ion channel	Ligand-gated ion channel						
CHEMBL2364702	E0W4F7	Cytochrome P450	Pediculus humanus capitis	Enzyme	Oxidoreductase						
CHEMBL3350223	E0WN35	Nicotinic acetylcholine receptor	Drosophila melanogaster	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL2366429	E1BKU0	Uncharacterized protein	Bos taurus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Nucleotide-like receptor (family A GPCR)	Adenosine receptor			
CHEMBL5129	E1BN64	Phosphodiesterase 3B	Bos taurus	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3B				
CHEMBL2111408	E1BN64	Heart phosphodiesterase	Bos taurus	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3B				
CHEMBL2364676	E1FVX6	Nematode GABA-A receptor	Onchocercidae	Unclassified protein							
CHEMBL2364676	E1G1C3	Nematode GABA-A receptor	Onchocercidae	Unclassified protein							
CHEMBL2366430	E1G1L1	Glutathione synthetase	Loa loa	Unclassified protein							
CHEMBL1795153	E2QDN0	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase)	Escherichia coli	Unclassified protein							
CHEMBL3559642	E2QF15	Phospho-N-acetylmuramoyl-pentapeptide-transferase	Escherichia coli	Unclassified protein							
CHEMBL3596080	E2R4B8	Uncharacterized protein	Canis lupus familiaris	Unclassified protein							
CHEMBL1649060	E2R517	Uncharacterized protein	Canis familiaris	Unclassified protein							
CHEMBL2176848	E2RDN4	O-acyltransferase	Canis familiaris	Unclassified protein							
CHEMBL2366431	E3SW77	P450 sterol 14-alpha-demethylase	Penicillium digitatum	Enzyme	Cytochrome P450	Cytochrome P450 family 51	Cytochrome P450 family 51A	Cytochrome P450 51A1			
CHEMBL2285348	E3UJZ5	Ecdysone receptor	Spodoptera littoralis	Transcription factor	Nuclear receptor						
CHEMBL2366589	E5L6Y0	Ecdysone receptor	Nezara viridula	Transcription factor	Nuclear receptor						
CHEMBL2366589	E5L6Y1	Ecdysone receptor	Nezara viridula	Transcription factor	Nuclear receptor						
CHEMBL2133	E9PZQ0	Ryanodine receptor 1	Mus musculus	Ion channel	Ligand-gated ion channel	Ryanodine receptor					
CHEMBL3108631	E9Q4Z2	Acetyl-CoA carboxylase 2	Mus musculus	Enzyme	Ligase						
CHEMBL2364705	F1L005	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1L4P8	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1L5G6	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1L7U3	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1L7Y0	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1L8A5	Tubulin	Nematoda	Structural protein							
CHEMBL2364705	F1LCS0	Tubulin	Nematoda	Structural protein							
CHEMBL3632456	F1LWD8	Protein Gpr142	Rattus norvegicus	Unclassified protein							
CHEMBL3638348	F1MPW5	Phosphodiesterase	Bos taurus	Enzyme	Hydrolase						
CHEMBL2169734	F1N083	Uncharacterized protein	Bos taurus	Unclassified protein							
CHEMBL2412949	F1NJH8	Uncharacterized protein	Gallus gallus	Unclassified protein							
CHEMBL3307222	F2SF18	Leucine-tRNA ligase	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete'sfoot fungus)	Unclassified protein							
CHEMBL2364703	F2SG63	Tubulin	Trichophyton	Structural protein							
CHEMBL3307221	F2SHH3	Lanosterol 14-alpha demethylase	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete'sfoot fungus)	Unclassified protein							
CHEMBL2364703	F2SZ02	Tubulin	Trichophyton	Structural protein							
CHEMBL2364703	F2SZD3	Tubulin	Trichophyton	Structural protein							
CHEMBL3286085	F4MUJ9	Delta-aminolevulinic acid dehydratase	Yersinia enterocolitica W22703	Enzyme							
CHEMBL3515	F4NA86	Penicillin-binding protein 1	Staphylococcus aureus (strain COL)	Enzyme	Protease	Serine protease	Serine protease unclassified				
CHEMBL2169721	F6VR90	Uncharacterized protein	Callithrix jacchus	Unclassified protein							
CHEMBL2157859	F6X9D9	Uncharacterized protein	Macaca mulatta	Unclassified protein							
CHEMBL3038516	F6ZDS4	TPR/MET fusion protein	Mus musculus	Unclassified protein							
CHEMBL2366432	G1SR55	Uncharacterized protein	Oryctolagus cuniculus	Unclassified protein							
CHEMBL2366433	G2YM83	Cytochrome b-c1 complex subunit Rieske, mitochondrial	Botryotinia fuckeliana (strain T4) (Noble rot fungus) (Botrytiscinerea)	Enzyme							
CHEMBL2366434	G3EFH9	Photosystem I iron-sulfur center	Panicum virgatum	Enzyme							
CHEMBL2366435	G3FIN0	Threonyl-tRNA synthase	Phytophthora sojae	Enzyme							
CHEMBL3091261	G3H1Y1	Delta-type opioid receptor	Cricetulus griseus	Unclassified protein							
CHEMBL3638342	G3H407	Prokineticin receptor 2	Cricetulus griseus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Peptide growth factor receptor (family A GPCR)	Prokineticin receptor			
CHEMBL3091260	G3HZR5	Kappa-type opioid receptor	Cricetulus griseus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Short peptide receptor (family A GPCR)	Opioid receptor			
CHEMBL3638345	G3I1B6	5-hydroxytryptamine receptor	Cricetulus griseus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Serotonin receptor			
CHEMBL3297642	G3IAK4	Beta-secretase 1	Cricetulus griseus	Unclassified protein							
CHEMBL2146353	G3V906	Protein Gpr81	Rattus norvegicus	Unclassified protein							
CHEMBL3390824	G4WW85	Lanosterol 14-alpha demethylase	Aspergillus	Enzyme	Cytochrome P450	Cytochrome P450 family 51	Cytochrome P450 family 51A	Cytochrome P450 51A1			
CHEMBL613815	G4XX53	Mitochondrial complex II; succinate dehydrogenase	Septoria tritici	Enzyme							
CHEMBL1293304	G5EF15	Cytoplasmic zinc-finger protein	Caenorhabditis elegans	Unclassified protein							
CHEMBL2366436	G7L3C0	Protoporphyrinogen oxidase	Medicago truncatula	Enzyme	Oxidoreductase						
CHEMBL3102689	G7Q3P2	G-protein coupled receptor 119	Macaca fascicularis	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)				
CHEMBL3562179	G8A3U3	Beta-lactamase	Enterobacter cloacae	Enzyme	Hydrolase						
CHEMBL2366437	H6TY12	Nicotinic acetylcholine receptor alpha8 subunit	Periplaneta americana	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor					
CHEMBL3232689	H9B8T9	Cathepsin B	Capra hircus	Unclassified protein							
CHEMBL2366438	H9BT73	ACCase	Alopecurus japonicus	Unclassified protein							
CHEMBL2366439	H9CNL0	Ryanodien receptor	Spodoptera exigua	Ion channel	Ligand-gated ion channel	Ryanodine receptor					
CHEMBL3559675	H9EUW9	Sphingosine 1-phosphate receptor 1	Macaca mulatta	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL2285349	H9TVJ1	TyR1	Chilo suppressalis	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Trace amine receptor			
CHEMBL2364024	H9U2V9	GABA-A receptor	Sarcoptes scabiei	Ion channel	Ligand-gated ion channel						
CHEMBL2364024	H9U2W0	GABA-A receptor	Sarcoptes scabiei	Ion channel	Ligand-gated ion channel						
CHEMBL2364024	H9U2W1	GABA-A receptor	Sarcoptes scabiei	Ion channel	Ligand-gated ion channel						
CHEMBL2176863	I3LIR5	Uncharacterized protein	Sus scrofa	Unclassified protein							
CHEMBL2366440	I3VR33	Ryanodine receptor	Bemisia tabaci	Ion channel	Ligand-gated ion channel	Ryanodine receptor					
CHEMBL2366565	I6LNT8	Glycogen synthase kinase-3	Sus scrofa	Unclassified protein							
CHEMBL3611962	I6YFP0	Biotin--acetyl-CoA-carboxylase ligase	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	Unclassified protein							
CHEMBL2366441	J0XGS3	Gamma-glutamyltranspeptidase	Loa loa	Unclassified protein							
CHEMBL2366442	J3SE37	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Crotalus adamanteus	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4B				
CHEMBL2366443	J7HAW4	Acetolactate synthase	Raphanus raphanistrum	Enzyme	Transferase						
CHEMBL3603731	J7QX79	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Escherichia coli	Enzyme	Hydrolase						
CHEMBL2366444	K2RV19	Peroxidase	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Unclassified protein							
CHEMBL3108659	K4E1M0	6-phospho-1-fructokinase, putative	Trypanosoma cruzi	Unclassified protein							
CHEMBL2366446	K4JQ36	Acetylcholinesterase	Laodelphax striatella	Enzyme	Hydrolase						
CHEMBL2366447	K4JRP7	Carboxylesterase	Laodelphax striatella	Enzyme	Hydrolase						
CHEMBL2366448	K7N5L2	Hemagglutinin	Influenza A virus	Unclassified protein							
CHEMBL2366450	M3VH47	Casein kinase 1, delta tv1	Sus scrofa	Unclassified protein							
CHEMBL2366451	M5BZV0	Chitinase A1	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettucebottom rot fungus) (Rhizoctonia solani)	Enzyme							
CHEMBL3350223	M9NE13	Nicotinic acetylcholine receptor	Drosophila melanogaster	Ion channel	Ligand-gated ion channel	Nicotinic acetylcholine receptor	Nicotinic acetylcholine receptor alpha subunit				
CHEMBL4728	O00089	Beta-xylosidase	Aspergillus niger	Enzyme							
CHEMBL1250342	O00115	Deoxyribonuclease-2-alpha	Homo sapiens	Enzyme							
CHEMBL2343	O00141	Serine/threonine-protein kinase Sgk1	Homo sapiens	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase SGK family			
CHEMBL4580	O00142	Thymidine kinase, mitochondrial	Homo sapiens	Enzyme							
CHEMBL1293275	O00167	Eyes absent homolog 2	Homo sapiens	Enzyme							
CHEMBL5474	O00182	Galectin-9	Homo sapiens	Unclassified protein							
CHEMBL1743297	O00204	Sulfotransferase family cytosolic 2B member 1	Homo sapiens	Enzyme							
CHEMBL5255	O00206	Toll-like receptor 4	Homo sapiens	Membrane receptor							
CHEMBL3038512	O00206	Toll-like receptor 4/MD-2	Homo sapiens	Membrane receptor							
CHEMBL3038513	O00206	Toll-like receptor 4/MD-2/CD14	Homo sapiens	Membrane receptor							
CHEMBL5475	O00214	Galectin-8	Homo sapiens	Unclassified protein							
CHEMBL2363065	O00217	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL3551	O00220	TRAIL receptor-1	Homo sapiens	Membrane receptor							
CHEMBL3228	O00222	Metabotropic glutamate receptor 8	Homo sapiens	Membrane receptor	Family C G protein-coupled receptor	Small molecule receptor (family C GPCR)	Neurotransmitter receptor (family C GPCR)	Metabotropic glutamate receptor			
CHEMBL5476	O00238	Bone morphogenetic protein receptor type-1B	Homo sapiens	Enzyme	Kinase	Protein Kinase	TKL protein kinase group	TKL protein kinase STKR family	TKL protein kinase STKR Type 1 subfamily		
CHEMBL5477	O00254	Proteinase-activated receptor 3	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Protease-activated receptor	Protease-activated receptor			
CHEMBL1615381	O00255	Menin	Homo sapiens	Unclassified protein							
CHEMBL2093861	O00255	Menin/Histone-lysine N-methyltransferase MLL	Homo sapiens	Unclassified protein							
CHEMBL3232685	O00257	E3 SUMO-protein ligase CBX4	Homo sapiens	Enzyme							
CHEMBL2062352	O00303	Eukaryotic translation initiation factor 3 subunit F	Homo sapiens	Enzyme							
CHEMBL2363032	O00305	Voltage-gated calcium channel	Homo sapiens	Auxiliary transport protein	Calcium channel auxiliary subunit beta family						
CHEMBL5443	O00311	Cell division cycle 7-related protein kinase	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase CDC7 family			
CHEMBL2111377	O00311	CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase CDC7 family			
CHEMBL3130	O00329	PI3-kinase p110-delta subunit	Homo sapiens	Enzyme							
CHEMBL2111432	O00329	PI3-kinase p110-delta/p85-alpha	Homo sapiens	Enzyme							
CHEMBL3559703	O00329	PI3-kinase class I	Homo sapiens	Enzyme							
CHEMBL5551	O00337	Sodium/nucleoside cotransporter 1	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC28 and SLC29 families of nucleoside transporters	SLC28 Na+-coupled nucleoside transport family			
CHEMBL1743295	O00338	Sulfotransferase 1C2	Homo sapiens	Enzyme							
CHEMBL3562166	O00398	Putative P2Y purinoceptor 10	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor						
CHEMBL3638338	O00400	Acetyl-coenzyme A transporter 1	Homo sapiens	Transporter	Electrochemical transporter	SLC superfamily of solute carriers	SLC33 acetylCoA transporter				
CHEMBL2652	O00408	Phosphodiesterase 2A	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A				
CHEMBL2111470	O00408	Phosphodiesterase 2 and 5 (PDE2 and PDE5)	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A				
CHEMBL2363066	O00408	3',5'-cyclic phosphodiesterase	Homo sapiens	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A				
CHEMBL3120041	O00411	DNA-directed RNA polymerase, mitochondrial	Homo sapiens	Enzyme							
CHEMBL5026	O00418	Serine/threonine-protein kinase EEF2K	Homo sapiens	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase alpha family			
CHEMBL2321627	O00421	C-C chemokine receptor-like 2	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor-like				
CHEMBL1075102	O00443	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha	Homo sapiens	Enzyme							
CHEMBL3788	O00444	Serine/threonine-protein kinase PLK4	Homo sapiens	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase PLK family			
CHEMBL3559703	O00459	PI3-kinase class I	Homo sapiens	Enzyme							
CHEMBL3903	O00462	Beta-mannosidase	Homo sapiens	Enzyme							
CHEMBL3544	O00482	Orphan nuclear receptor LRH-1	Homo sapiens	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 5	Nuclear hormone receptor subfamily 5 group A	Nuclear hormone receptor subfamily 5 group A member 2			
CHEMBL2317	O00483	NADH-ubiquinone oxidoreductase MLRQ subunit	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2363065	O00483	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens	Enzyme	Oxidoreductase						
CHEMBL2007629	O00487	26S proteasome non-ATPase regulatory subunit 14	Homo sapiens	Enzyme							
CHEMBL5552	O00506	Serine/threonine-protein kinase 25	Homo sapiens	Enzyme	Kinase	Protein Kinase	STE protein kinase group	STE protein kinase STE20 family	STE protein kinase YSK subfamily		
CHEMBL2243	O00519	Anandamide amidohydrolase	Homo sapiens	Enzyme							
CHEMBL4266	O00555	Voltage-gated P/Q-type calcium channel alpha-1A subunit	Homo sapiens	Ion channel	Voltage-gated ion channel	Voltage-gated calcium channel					
CHEMBL2363032	O00555	Voltage-gated calcium channel	Homo sapiens	Ion channel	Voltage-gated ion channel	Voltage-gated calcium channel					
CHEMBL1764937	O00562	Membrane-associated phosphatidylinositol transfer protein 1	Homo sapiens	Unclassified protein							
CHEMBL5553	O00571	ATP-dependent RNA helicase DDX3X	Homo sapiens	Enzyme							
CHEMBL5994	O00574	C-X-C chemokine receptor type 6	Homo sapiens	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CXC chemokine receptor			
CHEMBL2093872	O00591	GABA-A receptor; anion channel	Homo sapiens	Ion channel	Ligand-gated ion channel	GABA-A receptor					
CHEMBL2010627	O00625	Pirin	Homo sapiens	Enzyme							
CHEMBL3180	O00748	Carboxylesterase 2	Homo sapiens	Enzyme							
CHEMBL5554	O00750	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide	Homo sapiens	Enzyme							
CHEMBL4059	O00754	Lysosomal alpha-mannosidase	Homo sapiens	Enzyme							
CHEMBL4829	O00763	Acetyl-CoA carboxylase 2	Homo sapiens	Enzyme							
CHEMBL1075181	O00764	Pyridoxal kinase	Homo sapiens	Enzyme							
CHEMBL5555	O00767	Acyl-CoA desaturase	Homo sapiens	Enzyme							
CHEMBL3351211	O01739	D-aspartate oxidase 3	Caenorhabditis elegans	Unclassified protein							
CHEMBL2285350	O01945	Collagen	Meloidogyne javanica	Unclassified protein							
CHEMBL4400	O02662	Beta-3 adrenergic receptor	Canis lupus familiaris	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL4725	O02747	Aryl hydrocarbon receptor	Oryctolagus cuniculus	Transcription factor							
CHEMBL1293198	O02768	Prostaglandin G/H synthase 2	Oryctolagus cuniculus	Enzyme							
CHEMBL4279	O02776	Poly [ADP-ribose] glycohydrolase	Bos taurus	Enzyme							
CHEMBL3185	O02811	PI4-kinase alpha subunit	Bos taurus	Enzyme							
CHEMBL3637	O02824	Alpha-1a adrenergic receptor	Oryctolagus cuniculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Monoamine receptor	Adrenergic receptor			
CHEMBL4651	O02853	Prostaglandin D2 synthase	Bos taurus	Enzyme							
CHEMBL1687678	O04373	IAA-amino acid hydrolase ILR1-like 4	Arabidopsis thaliana	Enzyme							
CHEMBL5560	O04417	CaM kinase I alpha	Zea mays	Enzyme	Kinase	Protein Kinase	CAMK protein kinase group	CAMK protein kinase CAMK1 family			
CHEMBL4348	O04931	Alpha-glucosidase	Beta vulgaris	Enzyme							
CHEMBL2176861	O07427	POSSIBLE LYSOPHOSPHOLIPASE	Mycobacterium tuberculosis H37Rv	Unclassified protein							
CHEMBL4726	O07911	Receptor-histidine kinase AgrC	Staphylococcus aureus	Enzyme							
CHEMBL1667692	O08498	Carbapenem-hydrolyzing beta-lactamase BlaB-1	Flavobacterium meningosepticum	Enzyme							
CHEMBL1914262	O08530	Sphingosine 1-phosphate receptor 1	Mus musculus	Membrane receptor	Family A G protein-coupled receptor	Small molecule receptor (family A GPCR)	Lipid-like ligand receptor (family A GPCR)	EDG receptor			
CHEMBL4676	O08532	Voltage-gated calcium channel alpha2/delta subunit 1	Mus musculus	Auxiliary transport protein	Calcium channel auxiliary subunit alpha2delta family						
CHEMBL2995	O08537	Estrogen receptor beta	Mus musculus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 3	Nuclear hormone receptor subfamily 3 group A	Nuclear hormone receptor subfamily 3 group A member 2			
CHEMBL2094113	O08537	Estrogen receptor	Mus musculus	Transcription factor	Nuclear receptor	Nuclear hormone receptor subfamily 3	Nuclear hormone receptor subfamily 3 group A	Nuclear hormone receptor subfamily 3 group A member 2			
CHEMBL1075160	O08553	Dihydropyrimidinase-related protein 2	Mus musculus	Unclassified protein							
CHEMBL1795146	O08556	C-C chemokine receptor type 5	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CC chemokine receptor			
CHEMBL4196	O08557	Dimethylarginine dimethylaminohydrolase 1	Rattus norvegicus	Enzyme							
CHEMBL3312	O08562	Sodium channel protein type IX alpha subunit	Rattus norvegicus	Ion channel	Voltage-gated ion channel	Voltage-gated sodium channel					
CHEMBL5556	O08565	C-X-C chemokine receptor type 4	Rattus norvegicus	Membrane receptor	Family A G protein-coupled receptor	Peptide receptor (family A GPCR)	Chemokine receptor	CXC chemokine receptor			
